filename,n_sequences,alignment_length,best_model,log_likelihood,aic_score,bic_score,method,freq_A,freq_R,freq_N,freq_D,freq_C,freq_Q,freq_E,freq_G,freq_H,freq_I,freq_L,freq_K,freq_M,freq_F,freq_P,freq_S,freq_T,freq_W,freq_Y,freq_V,gamma_shape,prop_invariant,insertion_rate,deletion_rate,insertion_events,deletion_events,mean_insertion_length,mean_deletion_length,total_gaps,indel_to_substitution_ratio,rf_length_distance
1260_NT_AL_AA.fasta,185,672,LG+I+G4,-12823.7963,26385.5926,28049.8779,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4975,0.2656,0.0022216859716859,0.0199951737451737,8,14,1.4633112582781458,1.8291390728476824,2762,3.225281515765029e-05,354
7504_NT_AL_AA.fasta,178,447,LG+I+G4,-11924.2929,24530.3287,26014.9942,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7243,0.2231,0.005191916145087,0.0467272453057838,1,3,8.262,10.3275,4131,4.760895905391477e-06,340
57631_NT_AL_AA.fasta,178,788,LG+I+G4,-12564.6573,25839.3146,27496.9864,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8334,0.3529,0.0056507728283807,0.0508569554554269,9,11,3.921335807050093,4.901669758812616,7926,3.058581001929965e-05,342
4007_NT_AL_AA.fasta,180,660,LG+I+G4+F,-15305.4004,31366.8008,33064.8674,ModelTest-NG,0.0754,0.1044,0.0106,0.0399,0.0649,0.0432,0.0769,0.0838,0.0526,0.0272,0.0604,0.0226,0.0121,0.037,0.0952,0.0934,0.0363,0.0102,0.0211,0.0333,0.7437,0.3483,0.0103122895622895,0.092810606060606,28,29,1.946920937624156,2.4336511720301948,12251,6.447562651644977e-05,346
9104_NT_AL_AA.fasta,173,300,LG+G4,-7395.8396,15476.4001,16753.7805,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4899,0.1707,0.001281310211946,0.0115317919075144,1,3,2.875675675675676,3.5945945945945947,665,9.741770030905766e-06,332
401612_NT_AL_AA.fasta,181,307,LG+I+G4,-7304.9969,15331.9937,16677.3858,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7583,0.2761,0.0013155290010257,0.011839761009232,1,4,2.68256880733945,3.353211009174312,731,1.0545052683083204e-05,346
4674_NT_AL_AA.fasta,142,475,LG+I+G4,-11799.0896,24120.4496,25342.3972,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8574,0.1593,0.004160118606375,0.0374410674573758,8,16,1.7044798785117692,2.1305998481397115,2806,3.8659544719428354e-05,274
1046_NT_AL_AA.fasta,138,293,LG+G4,-7949.0142,16381.38,17454.3956,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7405,0.1181,0.0047855764950289,0.0430701884552604,7,9,1.5146771037181996,1.8933463796477492,1935,4.032776390110624e-05,268
54830_NT_AL_AA.fasta,159,253,LG+G4,-13190.8496,27012.6622,28130.2502,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,2.032,0.0221,0.0166107340840728,0.149496606756656,7,11,4.963416898792944,6.204271123491179,6682,2.3859104037623155e-05,302
139562_NT_AL_AA.fasta,163,314,LG+I+G4,-16802.2091,34254.4181,35472.9709,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.4035,0.0653,0.0106697667148606,0.0960279004337462,13,19,1.910275470048098,2.3878443375601224,5461,3.198595816436584e-05,316
84679_NT_AL_AA.fasta,180,748,LG+I+G4+F,-8587.0423,17930.0846,19675.4629,ModelTest-NG,0.0811,0.0466,0.0325,0.0429,0.0115,0.027,0.0482,0.0778,0.0261,0.0514,0.125,0.0303,0.024,0.0792,0.0398,0.0799,0.0712,0.0128,0.0282,0.0643,0.388,0.3706,0.0068783422459893,0.0619050802139037,13,19,3.1012138970280456,3.8765173712850567,9261,7.747827581781952e-05,348
7076_NT_AL_AA.fasta,177,211,LG+I+G4,-9003.9553,18713.9107,19897.1166,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.95,0.0994,0.0047848555439526,0.0430636998955739,4,8,1.8910052910052912,2.363756613756614,1787,1.8299070864676847e-05,340
256643_NT_AL_AA.fasta,183,760,LG+I+G4,-40995.4386,82720.8772,84412.0384,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,2.0398,0.0309,0.0123554788610871,0.1111993097497843,38,39,1.9403246294989416,2.425405786873677,17184,2.658549688638947e-05,352
83692_NT_AL_AA.fasta,178,354,LG+G4,-10041.0168,20770.052,22159.7647,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7901,0.0595,0.0417618866247698,0.3758569796229289,18,19,7.005657237936773,8.757071547420965,26315,7.026499397999917e-05,342
79710_NT_AL_AA.fasta,186,953,LG+G4,-27136.762,55008.7407,56811.5815,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5618,0.0954,0.0068792381726071,0.0619131435534644,16,17,3.1478541464988705,3.934817683123588,12194,1.8998940089433196e-05,356
2824_NT_AL_AA.fasta,183,328,LG+I+G4,-2764.3148,6258.6296,7643.0795,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7446,0.4061,0.0037934826069572,0.0341413434626149,0,1,36.432,45.54,2277,7.422417184380265e-06,352
8517_NT_AL_AA.fasta,180,455,LG+I+G4,-11428.1776,23574.3552,25053.542,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7365,0.1815,0.0116727716727716,0.105054945054945,8,9,5.252747252747253,6.565934065934066,9560,2.222036326372696e-05,346
212_NT_AL_AA.fasta,186,592,LG+I+G4,-13084.8329,26911.6658,28537.9468,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7654,0.3664,0.0038370023249055,0.0345330209241499,4,9,4.256926952141058,5.321158690176323,4225,1.6002383124132947e-05,358
54521_NT_AL_AA.fasta,177,935,LG+I+G4,-18711.4834,38077.5018,39837.6796,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.9025,0.5188,0.0040677966101694,0.0366101694915254,18,22,1.6951841359773372,2.1189801699716715,6732,3.807942606689032e-05,338
8409_NT_AL_AA.fasta,182,161,LG+I+G4,-3034.265,6794.5301,7913.0798,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5783,0.2316,0.004515050167224,0.0406354515050167,1,4,2.6794936708860764,3.349367088607595,1323,2.2868851709217976e-05,348
90060_NT_AL_AA.fasta,184,693,LG+G4+F,-15597.1059,31961.517,33712.5084,ModelTest-NG,0.1059,0.0976,0.013,0.0357,0.0154,0.0459,0.0643,0.0779,0.0219,0.0087,0.1207,0.0185,0.0081,0.0176,0.1402,0.1021,0.0358,0.0094,0.0166,0.0448,0.5944,0.1075,0.0078682790639312,0.0708145115753811,21,23,2.0612223934257834,2.576527991782229,10033,4.702638286957126e-05,354
1478_NT_AL_AA.fasta,186,695,LG+I+G4+F,-8130.507,17041.0141,18813.1397,ModelTest-NG,0.0994,0.0709,0.0306,0.034,0.0035,0.077,0.0642,0.1219,0.0168,0.0355,0.0721,0.0222,0.0571,0.0119,0.1237,0.0556,0.0311,0.0,0.012,0.0606,0.8298,0.4816,0.0162265026688326,0.1460385240194941,15,17,5.965446142907928,7.45680767863491,20976,5.7431140959351314e-05,358
6906_NT_AL_AA.fasta,159,419,LG+G4,-16513.4712,33658.9425,34934.9097,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.6034,0.0,0.004555620600111,0.0410005854009996,6,14,2.275538894095595,2.8444236176194937,3035,2.2018696074837145e-05,310
8242_NT_AL_AA.fasta,175,1604,LG+I+G4+F,-17010.4394,34756.8789,36736.813,ModelTest-NG,0.0787,0.0718,0.0274,0.045,0.0304,0.0451,0.1058,0.0568,0.021,0.0318,0.1183,0.0512,0.0205,0.0259,0.0737,0.0651,0.0379,0.0161,0.0226,0.055,0.6082,0.5708,0.0034392589953687,0.0309533309583184,14,27,3.0599049128367675,3.824881141045959,9654,4.8164181120815735e-05,336
2539_NT_AL_AA.fasta,179,523,LG+I+G4,-8722.9908,18159.9816,19680.6522,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5603,0.4496,0.0034470235106871,0.0310232115961844,6,8,2.1195402298850574,2.6494252873563218,3227,2.773771219349828e-05,344
7403_NT_AL_AA.fasta,177,1477,LG+I+G4+F,-12728.2844,26200.5688,28171.3386,ModelTest-NG,0.0738,0.033,0.0641,0.035,0.0234,0.0631,0.0513,0.0605,0.0371,0.0363,0.1001,0.0536,0.0172,0.0249,0.0653,0.1034,0.0617,0.0167,0.0279,0.0516,0.8322,0.5072,0.0040699386831606,0.0366294481484456,12,18,4.0571973307912295,5.071496663489037,10640,5.999316077967112e-05,340
26280_NT_AL_AA.fasta,174,662,LG+I+G4,-10119.1248,20932.2496,22492.1068,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7381,0.2757,0.0080277459457582,0.0722497135118241,3,4,13.139609236234458,16.424511545293072,9247,1.456485417459931e-05,334
27301_NT_AL_AA.fasta,184,528,LG+I+G4+F,-19590.901,39953.8021,41601.6732,ModelTest-NG,0.0669,0.0709,0.0357,0.0447,0.0339,0.0442,0.0587,0.0727,0.0242,0.0315,0.0996,0.0461,0.0223,0.0419,0.0702,0.0821,0.054,0.013,0.0231,0.0643,0.8921,0.1305,0.0051331933465085,0.046198740118577,10,11,2.1334759358288773,2.6668449197860964,4987,1.5093157121921804e-05,352
2564_NT_AL_AA.fasta,174,549,LG+I+G4+F,-21038.8822,42809.7643,44386.5284,ModelTest-NG,0.0431,0.0559,0.0469,0.0404,0.028,0.0304,0.0545,0.04,0.0222,0.0618,0.0887,0.0441,0.0287,0.075,0.0527,0.087,0.0718,0.0189,0.0397,0.0702,1.2202,0.0372,0.0184284906726964,0.1658564160542679,12,17,5.731868131868133,7.164835164835165,17604,2.0917061686578747e-05,334
55559_NT_AL_AA.fasta,176,371,LG+I+G4,-20831.7081,42365.4161,43740.0031,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.5488,0.0516,0.0120053295760842,0.1080479661847586,9,10,3.845003065603924,4.806253832004905,7839,1.4193743099226215e-05,338
55922_NT_AL_AA.fasta,182,798,LG+I+G4,-9771.811,20269.622,21969.2274,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5537,0.3649,0.0051467955603293,0.0463211600429645,9,14,3.5722819593787336,4.465352449223417,7475,3.7012421690566496e-05,352
3581_NT_AL_AA.fasta,131,486,LG+I+G4+F,-23250.777,47061.5539,48233.6923,ModelTest-NG,0.0701,0.0498,0.0214,0.0381,0.0338,0.0488,0.0685,0.0772,0.0263,0.0271,0.1137,0.0173,0.0095,0.0342,0.0884,0.095,0.0553,0.0334,0.0242,0.0678,1.5588,0.0634,0.0123158357679138,0.1108425219112242,19,22,2.6301048218029357,3.287631027253669,7841,4.0279005796247175e-05,248
5716_NT_AL_AA.fasta,185,229,LG+I+G4,-3771.6694,8281.3388,9548.3822,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7358,0.1831,0.002211731382037,0.0199055824383335,0,6,1.3385714285714287,1.6732142857142858,937,2.9490405787983643e-05,354
23630_NT_AL_AA.fasta,161,156,LG+G4,-5352.8101,11343.1171,12321.574,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.95,0.0772,0.0121954132823698,0.1097587195413282,9,11,1.7553008595988535,2.194126074498567,3063,7.509847287255413e-05,312
340554_NT_AL_AA.fasta,178,850,LG+I+G4+F,-16943.4493,34634.8985,36409.6169,ModelTest-NG,0.0625,0.0583,0.0465,0.0546,0.0191,0.0488,0.0672,0.0465,0.0368,0.0372,0.0797,0.0639,0.0291,0.0211,0.084,0.1067,0.0343,0.0096,0.0368,0.0571,0.8043,0.2966,0.0031156642432253,0.0280409781890284,11,19,1.943917525773196,2.4298969072164947,4714,2.639615883096692e-05,342
10479_NT_AL_AA.fasta,181,712,LG+I+G4+F,-6536.5737,13833.1475,15569.0171,ModelTest-NG,0.0809,0.0507,0.0414,0.0445,0.0132,0.0264,0.0463,0.0771,0.0263,0.0523,0.1321,0.0218,0.0278,0.0747,0.0339,0.0699,0.0743,0.0123,0.029,0.0653,0.4476,0.6111,0.004668197901794,0.0420137811161462,8,10,3.6738931297709927,4.592366412213741,6016,6.079150540031206e-05,348
7737_NT_AL_AA.fasta,180,362,LG+G4,-7829.2463,16330.0954,17767.7013,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.441,0.0,0.0087584407612031,0.0788259668508287,15,17,1.7452599388379206,2.1815749235474007,5707,7.327550674592634e-05,342
57826_NT_AL_AA.fasta,174,183,LG+I,-669.1943,2030.3886,3140.8708,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.0222,0.8461,0.0003266126499591,0.0029395138496325,0,1,27.73333333333333,34.666666666666664,104,7.046719751955464e-05,332
7355_NT_AL_AA.fasta,182,423,LG+I+G4+F,-5722.9217,12209.8435,13755.9397,ModelTest-NG,0.1299,0.0361,0.0259,0.0155,0.0077,0.0458,0.0153,0.1005,0.0161,0.0345,0.1578,0.0335,0.0084,0.0494,0.0505,0.078,0.0553,0.0128,0.0283,0.0987,0.6241,0.5015,0.0090380069103473,0.081342062193126,14,16,2.343747368421053,2.929684210526316,6958,0.0001015077281217,350
51360_NT_AL_AA.fasta,136,528,LG+G4+F,-5428.2601,11433.9874,12668.289,ModelTest-NG,0.06,0.0351,0.042,0.0366,0.0234,0.0379,0.0252,0.0606,0.0282,0.0696,0.1217,0.0258,0.0174,0.0656,0.0424,0.109,0.0536,0.0174,0.0322,0.096,0.4243,0.2593,0.004864360516934,0.0437792446524064,3,5,5.322666666666667,6.653333333333333,3493,3.1912050389127565e-05,260
9185_NT_AL_AA.fasta,174,651,LG+I+G4+F,-14399.0037,29530.0074,31169.1419,ModelTest-NG,0.0907,0.0563,0.0312,0.0411,0.0122,0.0658,0.0744,0.0424,0.0161,0.0318,0.0842,0.0641,0.0137,0.0292,0.1187,0.1077,0.0503,0.0047,0.0255,0.0398,0.807,0.2461,0.0093622543566926,0.0842602892102336,19,20,2.617710583153348,3.2721382289416847,10605,4.439476278398419e-05,332
8273_NT_AL_AA.fasta,183,487,LG+I+G4,-15573.4295,31832.7852,33405.5754,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6373,0.1296,0.0046262945882564,0.0416366512943077,9,17,1.9621653777513384,2.452706722189173,4123,2.564003948566081e-05,350
6853_NT_AL_AA.fasta,173,745,LG+I+G4+F,-7772.0372,16272.0743,17951.3462,ModelTest-NG,0.1017,0.0548,0.0285,0.0401,0.0044,0.0851,0.0288,0.0995,0.0233,0.0282,0.0609,0.0447,0.0218,0.0269,0.1353,0.0868,0.0476,0.0058,0.0187,0.0572,0.6663,0.4832,0.0092307095472708,0.0830763859254374,16,18,3.4723093761400947,4.340386720175118,11897,9.696831417733794e-05,332
8905_NT_AL_AA.fasta,183,144,LG+I+G4,-521.6525,1756.7278,2857.2868,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.2172,0.8846,0.0008576199149969,0.0077185792349726,0,2,3.348148148148148,4.185185185185185,226,0.0004100881689563,350
4935_NT_AL_AA.fasta,174,406,LG+I+G4+F,-15775.2769,32282.5538,33748.8791,ModelTest-NG,0.1013,0.0566,0.0274,0.0263,0.0346,0.0266,0.0365,0.0742,0.0199,0.058,0.1346,0.0225,0.0275,0.0429,0.0518,0.0792,0.0547,0.0272,0.0311,0.0671,0.9443,0.1274,0.0099159164260234,0.0892432478342109,9,10,3.5068836045056324,4.38360450563204,7005,1.8813725305747792e-05,330
2664_NT_AL_AA.fasta,179,447,LG+I+G4,-3029.2091,6772.4181,8237.0315,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6987,0.5967,0.0007461287540774,0.0067151587866971,0,4,20.765217391304347,25.956521739130437,597,3.468037697569773e-05,344
347411_NT_AL_AA.fasta,165,118,LG+G4,-5451.5317,11542.8838,12467.8479,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.2964,0.0553,0.0100667693888032,0.0906009244992295,4,12,2.272463768115942,2.840579710144928,1960,4.7629821030947474e-05,316
5365_NT_AL_AA.fasta,176,2048,LG+I+G4+F,-63686.0805,128112.161,130193.27,ModelTest-NG,0.0889,0.0595,0.0259,0.0457,0.0317,0.0603,0.0542,0.0787,0.0291,0.0281,0.1229,0.0232,0.0124,0.0279,0.0777,0.0641,0.0515,0.0096,0.0291,0.0795,0.7968,0.1834,0.0093009255149147,0.0837083296342329,40,47,3.690148596587782,4.612685745734727,33525,2.1349803275059823e-05,338
6990_NT_AL_AA.fasta,181,118,LG+G4,-2035.7704,4791.5408,5788.9873,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.657,0.0,0.0026032400037456,0.023429160033711,1,4,2.2578680203045685,2.8223350253807107,556,3.746272458903391e-05,348
55787_NT_AL_AA.fasta,185,503,LG+I+G4,-11050.2262,22838.4524,24395.8502,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7214,0.2856,0.0067938316049648,0.0611444844446832,9,12,2.480431584109858,3.1005394801373223,6322,3.434150170481026e-05,354
340547_NT_AL_AA.fasta,180,550,LG+I+G4,-22306.8513,45331.7026,46878.9633,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.1871,0.1053,0.0317070707070707,0.2853636363636364,19,20,7.563855421686748,9.454819277108436,31390,2.69473800582478e-05,348
3266_NT_AL_AA.fasta,172,246,LG+G4,-8572.2102,17826.8341,19027.2437,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8158,0.0692,0.0087185668368311,0.0784671015314804,7,13,2.227320754716981,2.7841509433962264,3689,3.26486370010268e-05,332
3476_NT_AL_AA.fasta,184,351,LG+I+G4,-13170.712,27075.424,28492.3325,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.1025,0.1268,0.0060200668896321,0.0541806020066889,10,11,1.6465854949708842,2.058231868713605,3888,2.229978772725873e-05,350
340526_NT_AL_AA.fasta,163,698,LG+I+G4+F,-19944.3621,40576.7242,42141.3115,ModelTest-NG,0.0669,0.0814,0.0377,0.0566,0.0127,0.045,0.1396,0.0544,0.015,0.038,0.0983,0.038,0.019,0.0467,0.0972,0.0576,0.0261,0.0094,0.0159,0.0444,1.5355,0.0687,0.0255989944978641,0.2303909504807776,40,43,4.094183798980847,5.117729748726059,29125,7.334624109351292e-05,316
3920_NT_AL_AA.fasta,181,450,LG+I+G4,-25683.7723,52089.5445,53572.9829,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.835,0.1002,0.0108360957642725,0.097524861878453,18,20,2.216195856873823,2.7702448210922785,8826,2.3931158872666083e-05,346
84187_NT_AL_AA.fasta,174,311,LG+I+G4,-2933.0991,6560.1982,7857.9064,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5288,0.4859,0.0082751228887164,0.0744761059984477,7,10,2.402682763246144,3.00335345405768,4478,0.0001450870949296,332
9203_NT_AL_AA.fasta,182,1398,LG+I+G4,-15571.1517,31830.9996,33771.439,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5315,0.4578,0.0034778883491329,0.0313009951421968,23,24,1.724531059683313,2.155663824604141,8849,5.944934725881589e-05,350
64061_NT_AL_AA.fasta,178,843,LG+I+G4,-26004.6516,52719.3033,54400.9265,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.0,0.0839,0.0230936862729417,0.2078431764564756,44,48,3.8805151175811874,4.850643896976484,34653,5.383970748652837e-05,340
53344_NT_AL_AA.fasta,171,262,LG+G4+F,-2397.0764,5509.3021,6793.1884,ModelTest-NG,0.0328,0.0504,0.0375,0.0392,0.0468,0.0058,0.1707,0.039,0.0185,0.0407,0.1054,0.0595,0.0184,0.0313,0.0721,0.0892,0.0443,0.0184,0.0174,0.0625,0.2507,0.2907,0.0195080576759966,0.1755725190839694,10,12,4.0022896393817975,5.002862049227247,8740,0.0002179016075195,332
83844_NT_AL_AA.fasta,170,951,LG+I+G4+F,-64446.0744,129608.1487,131347.1388,ModelTest-NG,0.0456,0.0428,0.0584,0.0432,0.0203,0.0485,0.0754,0.0451,0.0264,0.0511,0.1067,0.0997,0.0214,0.0494,0.04,0.0912,0.0495,0.0078,0.029,0.0485,2.0172,0.0213,0.0173124265479062,0.155811838931156,27,28,4.836112311015119,6.045140388768899,27989,1.411020532144587e-05,328
142689_NT_AL_AA.fasta,172,311,LG+I+G4,-8720.8985,18073.6386,19410.5459,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.9025,0.1229,0.0006617812009272,0.0059560308083451,0,9,3.2181818181818183,4.0227272727272725,354,1.7028651652441437e-05,330
257240_NT_AL_AA.fasta,178,683,LG+I+G4+F,-21165.5392,43079.0785,44771.9875,ModelTest-NG,0.1156,0.0867,0.0126,0.0413,0.0216,0.0302,0.0848,0.0979,0.0285,0.0172,0.1316,0.0122,0.0129,0.0305,0.0509,0.0578,0.0428,0.021,0.0309,0.073,0.9025,0.225,0.0080790300557685,0.0727112705019165,15,16,3.0850412249705537,3.856301531213192,9822,2.391281541774917e-05,346
9949_NT_AL_AA.fasta,178,351,LG+G4+F,-3042.9978,6829.8786,8272.0689,ModelTest-NG,0.0552,0.0587,0.0249,0.0282,0.0411,0.0269,0.0464,0.1305,0.034,0.0343,0.0925,0.0458,0.0185,0.0343,0.0655,0.1174,0.0618,0.0094,0.0403,0.0343,0.2507,0.4609,0.0107621882902781,0.0968596946125036,7,8,4.593680614859095,5.742100768573868,6724,0.0001425381289494,342
